0.0,-65.0,0
0.1,-64.9925,0
0.2,-64.9850375,0
0.30000000000000004,-64.9776123125,0
0.4,-64.9702242509375,0
0.5,-64.96287312968282,0
0.6000000000000001,-64.95555876403441,0
0.7000000000000001,-64.94828097021424,0
0.8,-64.94103956536317,0
0.9,-64.93383436753635,0
1.0,-64.92666519569866,0
1.1,-64.91953186972017,0
1.2000000000000002,-64.91243421037157,0
1.3,-64.90537203931972,0
1.4000000000000001,-64.89834517912311,0
1.5,-64.8913534532275,0
1.6,-64.88439668596136,0
1.7000000000000002,-64.87747470253156,0
1.8,-64.8705873290189,0
1.9000000000000001,-64.86373439237381,0
2.0,-64.85691572041195,0
2.1,-64.85013114180988,0
2.2,-64.84338048610083,0
2.3000000000000003,-64.83666358367033,0
2.4000000000000004,-64.82998026575198,0
2.5,-64.82333036442323,0
2.6,-64.81671371260111,0
2.7,-64.81013014403811,0
2.8000000000000003,-64.80357949331793,0
2.9000000000000004,-64.79706159585133,0
3.0,-64.79057628787207,0
3.1,-64.78412340643271,0
3.2,-64.77770278940055,0
3.3000000000000003,-64.77131427545355,0
3.4000000000000004,-64.76495770407628,0
3.5,-64.75863291555589,0
3.6,-64.75233975097811,0
3.7,-64.74607805222323,0
3.8000000000000003,-64.73984766196212,0
3.9000000000000004,-64.73364842365231,0
4.0,-64.72748018153405,0
4.1000000000000005,-64.72134278062637,0
4.2,-64.71523606672324,0
4.3,-64.70915988638961,0
4.4,-64.70311408695767,0
4.5,-64.69709851652289,0
4.6000000000000005,-64.69111302394028,0
4.7,-64.68515745882057,0
4.800000000000001,-64.67923167152647,0
4.9,-64.67333551316884,0
5.0,-64.66746883560299,0
5.1000000000000005,-64.66163149142497,0
5.2,-64.65582333396785,0
5.300000000000001,-64.650044217298,0
5.4,-64.64429399621152,0
5.5,-64.63857252623046,0
5.6000000000000005,-64.63287966359931,0
5.7,-64.62721526528132,0
5.800000000000001,-64.62157918895491,0
5.9,-64.61597129301013,0
6.0,-64.61039143654509,0
6.1000000000000005,-64.60483947936235,0
6.2,-64.59931528196554,0
6.300000000000001,-64.59381870555572,0
6.4,-64.58834961202794,0
6.5,-64.5829078639678,0
6.6000000000000005,-64.57749332464796,0
6.7,-64.57210585802473,0
6.800000000000001,-64.5667453287346,0
6.9,-64.56141160209093,0
7.0,-64.55610454408047,0
7.1000000000000005,-64.55082402136007,0
7.2,-64.54556990125327,0
7.300000000000001,-64.540342051747,0
7.4,-64.53514034148827,0
7.5,-64.52996463978083,0
7.6000000000000005,-64.52481481658192,0
7.7,-64.51969074249901,0
7.800000000000001,-64.51459228878652,0
7.9,-64.50951932734259,0
8.0,-64.50447173070587,0
